id,neighbourhood_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,price
1141907974327690303,Centro,Entire home/apt,4,1.0,1.0,2.0,257.0
1141909130187626275,Ipanema,Private room,2,0.5,2.0,4.0,300.0
1141909505600614423,Copacabana,Entire home/apt,6,1.5,2.0,5.0,1370.0
1141930046280374647,Copacabana,Entire home/apt,4,,1.0,,
1141124057343668390,Copacabana,Private room,2,1.0,1.0,3.0,750.0
1141135956934088731,Recreio dos Bandeirantes,Entire home/apt,5,2.0,2.0,3.0,1200.0
1141229512889609599,Ipanema,Entire home/apt,4,1.0,0.0,2.0,2100.0
1141242893713243365,Recreio dos Bandeirantes,Entire home/apt,4,1.0,1.0,1.0,360.0
1141245345876100586,Leme,Entire home/apt,6,3.0,3.0,0.0,3129.0
1141279949888353066,Copacabana,Entire home/apt,6,2.0,2.0,3.0,1211.0
1141285538384781280,Barra da Tijuca,Entire home/apt,6,2.0,2.0,3.0,909.0
1141324535511974194,Jacarepaguá,Private room,2,2.0,1.0,2.0,650.0
1141330403259721061,Lagoa,Entire home/apt,2,1.0,1.0,0.0,390.0
1141336917036916214,Copacabana,Entire home/apt,4,1.0,1.0,2.0,1443.0
1141937963055287090,Grajaú,Entire home/apt,6,,1.0,,
1141938954681681709,Ipanema,Entire home/apt,2,1.0,1.0,1.0,960.0
1141943214350921231,Jacarepaguá,Entire home/apt,3,1.0,1.0,2.0,341.0
1141951727470037522,Leme,Entire home/apt,2,1.5,1.0,0.0,650.0
1141951981198789453,Recreio dos Bandeirantes,Entire home/apt,3,,1.0,,
1141952284952726815,Centro,Private room,1,1.0,1.0,1.0,229.0
1141964261618005503,Centro,Entire home/apt,3,1.0,1.0,1.0,300.0
1141369099334398136,Copacabana,Entire home/apt,4,2.0,1.0,2.0,1219.0
1141369717521747237,Barra da Tijuca,Entire home/apt,2,1.0,1.0,1.0,900.0
1141373991982856678,Leblon,Entire home/apt,4,2.0,2.0,2.0,1960.0
1143511416933746382,Pedra de Guaratiba,Entire home/apt,6,3.0,3.0,2.0,880.0
1143538221315285035,Copacabana,Private room,1,2.0,1.0,1.0,187.0
1143539428487339398,Copacabana,Private room,1,1.0,1.0,1.0,102.0
1143559356265193525,Copacabana,Entire home/apt,2,1.0,1.0,2.0,1271.0
1143560866406479676,Barra da Tijuca,Entire home/apt,4,1.0,1.0,1.0,814.0
1143562726123203742,Laranjeiras,Entire home/apt,3,1.0,1.0,0.0,450.0
1143586273108770433,Santa Teresa,Entire home/apt,3,1.0,1.0,2.0,400.0
1143613086077124688,Copacabana,Entire home/apt,4,1.0,2.0,2.0,1021.0
1141976492573717609,Alto da Boa Vista,Entire home/apt,1,1.0,1.0,0.0,110.0
1141988913014710801,Jacarepaguá,Private room,2,1.0,2.0,2.0,800.0
1141993966344522175,Maracanã,Private room,2,1.0,2.0,2.0,147.0
1142020767940732831,Ipanema,Entire home/apt,2,1.0,1.0,1.0,791.0
1142028648993319988,Tijuca,Private room,2,1.0,1.0,2.0,99.0
1142041251652932463,Copacabana,Entire home/apt,5,1.0,1.0,3.0,564.0
1142063205511659284,Botafogo,Entire home/apt,5,2.0,2.0,3.0,1186.0
1143615831918690512,Copacabana,Entire home/apt,4,1.0,1.0,1.0,755.0
1143617033901566806,Copacabana,Entire home/apt,3,1.0,1.0,2.0,827.0
1143633294911944226,Copacabana,Entire home/apt,6,1.0,2.0,4.0,2050.0
1143669260407891023,Copacabana,Entire home/apt,4,2.5,2.0,2.0,1601.0
1143675007544035591,Copacabana,Private room,1,1.0,1.0,1.0,500.0
1143682035149029527,Copacabana,Private room,1,1.0,1.0,0.0,500.0
1143686914273015337,Copacabana,Private room,2,2.0,1.0,1.0,614.0
1143865515816511433,Centro,Entire home/apt,2,1.0,0.0,1.0,304.0
1143892022329765547,Copacabana,Private room,2,1.0,0.0,1.0,440.0
1144039405297510838,Botafogo,Private room,1,1.0,1.0,1.0,112.0
1144049638809916977,Copacabana,Entire home/apt,5,2.0,2.0,2.0,925.0
1144053217373094944,Barra da Tijuca,Entire home/apt,2,1.0,1.0,1.0,1071.0
1142064693775814424,Recreio dos Bandeirantes,Entire home/apt,6,3.0,3.0,7.0,1303.0
1142065463987772849,Leblon,Entire home/apt,2,1.0,1.0,1.0,552.0
1142067956592406060,Copacabana,Entire home/apt,8,3.0,4.0,0.0,2000.0
1142072973727853450,Copacabana,Entire home/apt,2,1.0,1.0,1.0,504.0
1142076185747659929,Encantado,Entire home/apt,2,1.0,1.0,1.0,233.0
1142085459039217061,Copacabana,Private room,2,1.0,1.0,1.0,1000.0
1142102277319861203,Copacabana,Entire home/apt,4,1.0,1.0,2.0,642.0
1144084200511868414,Copacabana,Private room,2,,1.0,,
1144103025784511463,Barra da Tijuca,Entire home/apt,5,2.0,2.0,4.0,1702.0
1144109703553676763,Copacabana,Entire home/apt,2,1.0,1.0,1.0,712.0
1144146086873605534,Leme,Entire home/apt,5,0.0,0.0,2.0,671.0
1144150644512402694,Copacabana,Entire home/apt,3,1.0,1.0,0.0,657.0
1144155769547998255,Barra da Tijuca,Entire home/apt,6,2.0,2.0,4.0,1700.0
1144163430012588396,Copacabana,Entire home/apt,2,1.0,1.0,0.0,400.0
1144168573091990270,Barra da Tijuca,Entire home/apt,4,1.0,1.0,2.0,1000.0
1144173786582539042,Copacabana,Entire home/apt,4,,1.0,,
1144179302667672825,Copacabana,Entire home/apt,2,1.0,1.0,1.0,600.0
1142102786719599257,Copacabana,Entire home/apt,6,2.0,3.0,3.0,2043.0
1142106365973893269,Centro,Entire home/apt,4,1.0,1.0,2.0,600.0
1142120148400185980,Copacabana,Entire home/apt,7,1.0,2.0,5.0,994.0
1142158749087961494,Copacabana,Entire home/apt,8,1.5,3.0,5.0,1108.0
1142159767577461101,Urca,Private room,4,1.0,1.0,3.0,1071.0
1142163712817748418,Copacabana,Entire home/apt,6,3.0,2.0,2.0,1065.0
1142167839388429204,Estácio,Private room,2,1.0,1.0,1.0,190.0
1142175754253495266,Copacabana,Entire home/apt,2,1.0,1.0,1.0,686.0
1142184846267929847,Ipanema,Private room,2,1.0,1.0,2.0,175.0
1142185720794158221,Copacabana,Entire home/apt,2,1.0,1.0,1.0,583.0
1142188650025190983,Copacabana,Entire home/apt,4,2.0,2.0,2.0,2056.0
1144205102548025997,Botafogo,Entire home/apt,4,1.0,2.0,2.0,200.0
1144223071930050882,Copacabana,Entire home/apt,3,1.0,1.0,0.0,349.0
1144228211188567453,Copacabana,Entire home/apt,4,1.0,1.0,0.0,857.0
1144229616617704638,Copacabana,Private room,2,1.0,1.0,1.0,443.0
1144312628703273892,Copacabana,Entire home/apt,5,1.0,3.0,0.0,1337.0
1144334498435615950,Leblon,Entire home/apt,5,1.0,2.0,4.0,1137.0
1144336463303632712,Copacabana,Entire home/apt,4,1.0,1.0,2.0,1172.0
1144386686402788800,Copacabana,Private room,1,1.0,1.0,1.0,144.0
1144427429790576482,Copacabana,Entire home/apt,4,1.0,1.0,3.0,857.0
1144430171117333306,Copacabana,Entire home/apt,4,,1.0,,
1142250078387841229,Leblon,Entire home/apt,2,,1.0,,
1142265224619393239,Ipanema,Entire home/apt,4,,2.0,,
1142271761014914927,Recreio dos Bandeirantes,Entire home/apt,4,1.0,2.0,2.0,420.0
1142352512128148415,Copacabana,Entire home/apt,2,1.0,1.0,1.0,1018.0
1142379613557774536,Copacabana,Entire home/apt,6,2.0,1.0,1.0,570.0
1142552786107101678,Copacabana,Entire home/apt,4,1.0,1.0,2.0,770.0
1142607076786730849,Copacabana,Entire home/apt,8,3.0,3.0,4.0,871.0
1142632330504107006,Copacabana,Entire home/apt,5,1.0,1.0,0.0,400.0
1142662877937984528,Copacabana,Private room,1,2.0,1.0,1.0,253.0
1142673545571220463,Copacabana,Entire home/apt,2,1.0,1.0,2.0,779.0
1142679377627460425,Flamengo,Entire home/apt,2,0.0,1.0,2.0,200.0
1142686076863782523,Tijuca,Entire home/apt,5,3.0,3.0,2.0,669.0
1142701442130068851,Leme,Private room,2,1.0,1.0,0.0,250.0
1142707497625539756,Centro,Entire home/apt,2,1.0,0.0,1.0,283.0
1142714025542019793,Ipanema,Entire home/apt,5,2.0,2.0,2.0,1257.0
1144432062064072528,Copacabana,Private room,2,1.0,1.0,1.0,350.0
1144442270114475416,Copacabana,Entire home/apt,4,1.0,1.0,1.0,1077.0
1144482503053133902,Ipanema,Entire home/apt,3,1.0,1.0,2.0,279.0
1144492810407140498,Santa Teresa,Entire home/apt,2,1.0,1.0,1.0,250.0
1144516013193600995,Pavuna,Entire home/apt,7,,2.0,,
1144516069104874808,Santa Teresa,Private room,2,1.5,1.0,0.0,180.0
1144732386288386196,Copacabana,Entire home/apt,4,,2.0,,
1144786963326557448,Leblon,Entire home/apt,2,2.0,0.0,1.0,262.0
1144790160322159684,Copacabana,Entire home/apt,2,,1.0,,
1144845562737539962,Copacabana,Entire home/apt,5,2.0,3.0,3.0,600.0
1144863721959689879,Santa Teresa,Private room,2,,1.0,1.0,250.0
1144867784348181850,Santa Teresa,Private room,3,1.0,1.0,1.0,486.0
1142714265255556966,Barra da Tijuca,Entire home/apt,4,1.0,1.0,1.0,1096.0
1142717694756988981,Laranjeiras,Private room,2,1.0,1.0,1.0,113.0
1142730555404498416,Barra da Tijuca,Entire home/apt,3,1.0,1.0,2.0,918.0
1142749046117629783,Copacabana,Entire home/apt,4,1.0,1.0,4.0,1590.0
1142768907457006655,Copacabana,Entire home/apt,4,1.0,2.0,2.0,914.0
1142769154861396109,Barra da Tijuca,Entire home/apt,4,1.5,2.0,2.0,1500.0
1142805739812253548,Copacabana,Entire home/apt,12,3.5,4.0,6.0,1533.0
1142810897841019137,Leme,Entire home/apt,4,2.0,1.0,2.0,390.0
1142819763157889609,Copacabana,Entire home/apt,8,,4.0,,
1142827732829167412,Botafogo,Private room,1,,1.0,,
1142827821890761711,Copacabana,Entire home/apt,6,1.0,1.0,3.0,1888.0
1142847432468615114,Copacabana,Entire home/apt,2,1.0,1.0,1.0,216.0
1142871595862301829,Copacabana,Private room,2,1.0,1.0,1.0,1300.0
1144868486134060160,Botafogo,Entire home/apt,2,,1.0,,
1144882290625641757,Copacabana,Entire home/apt,2,0.0,1.0,0.0,480.0
1144883607176717156,Camorim,Entire home/apt,2,1.0,1.0,3.0,286.0
1144883851499486940,Copacabana,Entire home/apt,2,1.0,1.0,1.0,761.0
1144885249656246068,Copacabana,Entire home/apt,4,1.0,1.0,2.0,571.0
1144898785937118676,Copacabana,Entire home/apt,3,1.0,1.0,1.0,250.0
1144918397276407174,Vidigal,Private room,5,4.0,1.0,1.0,772.0
1144930689101628799,Copacabana,Entire home/apt,2,1.0,1.0,1.0,736.0
1144937069512346897,Bangu,Entire home/apt,2,1.0,1.0,1.0,180.0
1144949277697009185,Copacabana,Entire home/apt,4,1.0,2.0,2.0,867.0
1144972661771395432,Leblon,Private room,2,1.0,1.0,0.0,343.0
1142872414072986126,Copacabana,Entire home/apt,4,1.0,1.0,2.0,1257.0
1142875444044275467,Copacabana,Entire home/apt,7,,3.0,,
1142889548616195729,Ipanema,Entire home/apt,6,2.5,3.0,9.0,3500.0
1142914574650521985,Gamboa,Entire home/apt,3,1.0,0.0,1.0,380.0
1142939745359134097,Anil,Entire home/apt,4,1.0,2.0,1.0,157.0
1142963959308725322,Copacabana,Entire home/apt,4,1.0,1.0,0.0,950.0
1142973959777066328,Copacabana,Entire home/apt,4,2.0,2.0,6.0,1349.0
1142978217521223114,Recreio dos Bandeirantes,Entire home/apt,3,1.0,1.0,2.0,402.0
1142987666736384065,Copacabana,Private room,2,1.0,1.0,2.0,500.0
1143046116690711984,Botafogo,Entire home/apt,4,,1.0,,
1144980509567372675,Barra da Tijuca,Entire home/apt,4,2.0,2.0,2.0,1000.0
1144982101155298915,Barra da Tijuca,Private room,2,1.0,1.0,1.0,250.0
1144990739188334959,Copacabana,Entire home/apt,7,2.0,3.0,5.0,1400.0
1144996948577257259,Copacabana,Entire home/apt,3,1.0,1.0,2.0,793.0
1145010136281917041,Freguesia (Jacarepaguá),Private room,1,1.0,1.0,0.0,85.0
1145030170822046932,Copacabana,Entire home/apt,4,2.0,2.0,0.0,921.0
1145040047386681819,Copacabana,Entire home/apt,5,1.0,1.0,3.0,503.0
1145050303894099795,Copacabana,Entire home/apt,4,1.0,1.0,2.0,960.0
1145066231615830859,Leblon,Private room,2,1.0,1.0,1.0,420.0
1145078628124613395,Botafogo,Entire home/apt,2,1.0,1.0,1.0,543.0
1145104002210765865,Recreio dos Bandeirantes,Entire home/apt,4,,1.0,,
1145115592937841540,Recreio dos Bandeirantes,Entire home/apt,2,1.0,1.0,1.0,199.0
1143049848258522801,Bento Ribeiro,Entire home/apt,2,1.0,1.0,1.0,190.0
1143052278997002467,Ipanema,Entire home/apt,4,1.0,0.0,2.0,1429.0
1143056849036944626,Barra da Tijuca,Private room,1,1.0,1.0,1.0,320.0
1143317354685184615,Jacarepaguá,Private room,2,1.0,1.0,1.0,170.0
1143376823527764177,Centro,Entire home/apt,4,1.0,2.0,2.0,446.0
1143397187158142945,Copacabana,Entire home/apt,2,1.0,1.0,1.0,400.0
1143404870008054146,Copacabana,Entire home/apt,4,1.0,1.0,2.0,1000.0
1143406385942998517,Rio Comprido,Private room,2,1.0,1.0,0.0,135.0
1143416701531372779,São Conrado,Private room,4,,1.0,,
1145118713767545432,Santa Teresa,Entire home/apt,2,1.0,1.0,1.0,2108.0
1145128216178500501,Flamengo,Entire home/apt,2,1.0,1.0,1.0,496.0
1145141492165405171,Jacarepaguá,Entire home/apt,4,1.0,1.0,2.0,287.0
1145168792148516359,Copacabana,Entire home/apt,4,1.0,1.0,2.0,764.0
1145177377607167774,Copacabana,Entire home/apt,2,,1.0,,
1145184009549634941,Copacabana,Entire home/apt,3,1.0,1.0,2.0,242.0
1145195773515217841,Recreio dos Bandeirantes,Entire home/apt,6,2.0,3.0,4.0,708.0
1145237449480692509,Ipanema,Entire home/apt,4,1.0,1.0,2.0,785.0
1145432434334015805,Vila da Penha,Entire home/apt,5,1.0,2.0,2.0,358.0
1145488970591496674,Jacarepaguá,Entire home/apt,3,1.0,2.0,4.0,404.0
1145506983157217172,Ipanema,Entire home/apt,3,1.0,1.0,1.0,893.0
1143422406402005035,Copacabana,Entire home/apt,4,1.0,2.0,0.0,500.0
1143433269013943080,Copacabana,Entire home/apt,4,1.0,1.0,2.0,1699.0
1143485959889295880,Botafogo,Private room,2,,,,
1143504469951753726,Guaratiba,Entire home/apt,5,3.0,3.0,1.0,880.0
1145707886025984774,Botafogo,Entire home/apt,4,1.0,2.0,4.0,274.0
1145710215777652091,Barra da Tijuca,Entire home/apt,2,1.0,1.0,1.0,433.0
1145710730251238934,Copacabana,Entire home/apt,4,1.0,1.0,2.0,843.0
1145721536984903352,Copacabana,Private room,2,1.0,1.0,1.0,230.0
1145737898318685651,Copacabana,Entire home/apt,2,1.0,1.0,1.0,264.0
1145741948709845348,Copacabana,Entire home/apt,3,1.0,1.0,3.0,767.0
1145513123143373614,Centro,Entire home/apt,2,1.0,0.0,0.0,149.0
1145527688034506132,Ipanema,Entire home/apt,4,2.0,2.0,2.0,1233.0
1145529071285662123,Copacabana,Entire home/apt,8,,3.0,,
1145535169379092984,Botafogo,Entire home/apt,4,1.5,2.0,4.0,769.0
1145558900079543147,Rocinha,Entire home/apt,6,1.0,2.0,5.0,343.0
1145562031403769344,Copacabana,Entire home/apt,10,3.5,3.0,5.0,1727.0
1145564656828091167,Jacarepaguá,Entire home/apt,5,2.0,2.0,3.0,330.0
1145574717715659005,Copacabana,Private room,1,2.0,1.0,1.0,320.0
1145576897703609806,Copacabana,Entire home/apt,4,2.0,1.0,2.0,707.0
1145745433024575827,Copacabana,Entire home/apt,2,1.0,1.0,2.0,706.0
1145745966246842693,Copacabana,Entire home/apt,8,2.0,3.0,4.0,2500.0
1145748597186781622,Copacabana,Entire home/apt,5,1.0,1.0,2.0,840.0
1145751984613540267,Copacabana,Entire home/apt,4,1.0,1.0,2.0,672.0
1145755502696855753,Copacabana,Entire home/apt,2,1.0,1.0,1.0,1200.0
1145759037393243851,Leblon,Entire home/apt,4,,2.0,,
1145761577418183939,Vidigal,Entire home/apt,3,,1.0,,
1145768664090493902,Copacabana,Entire home/apt,4,0.0,1.0,3.0,1003.0
1145768957683989994,Ipanema,Private room,2,1.0,2.0,0.0,1000.0
1145772536343976932,Recreio dos Bandeirantes,Entire home/apt,3,1.0,1.0,1.0,436.0
1145780738742107991,Copacabana,Entire home/apt,5,1.0,1.0,5.0,1105.0
1145789730118060419,Jardim Botânico,Entire home/apt,2,2.0,1.0,1.0,800.0
1145592375204597992,Jacarepaguá,Entire home/apt,4,2.0,1.0,2.0,750.0
1145599934915354622,Vidigal,Private room,2,1.0,1.0,1.0,314.0
1145621569423736498,Copacabana,Private room,2,,1.0,,
1145625260173994779,Copacabana,Private room,2,1.0,1.0,2.0,536.0
1145630674169374700,Vidigal,Entire home/apt,4,1.0,1.0,1.0,1300.0
1145653677557244567,Copacabana,Private room,2,1.0,1.0,1.0,500.0
1145662205033506731,Copacabana,Entire home/apt,2,,1.0,,
1145662494052795690,Botafogo,Private room,3,,1.0,,
1145665466396870115,Copacabana,Private room,2,,1.0,,
1145704138250744681,Copacabana,Entire home/apt,6,2.0,3.0,5.0,846.0
1147165259076974189,Santa Teresa,Private room,2,0.5,1.0,1.0,351.0
1145797269280430236,Centro,Entire home/apt,2,0.0,1.0,1.0,185.0
1145810370128312707,Copacabana,Entire home/apt,4,1.0,1.0,2.0,1529.0
1145821615872782164,Copacabana,Entire home/apt,4,1.0,1.0,1.0,214.0
1145849121342731199,Urca,Entire home/apt,2,1.0,1.0,1.0,400.0
1145850100621702398,Vila Isabel,Entire home/apt,2,,1.0,,
1145855585755527106,Jacarepaguá,Entire home/apt,4,2.0,2.0,3.0,741.0
1145871122819267642,Copacabana,Entire home/apt,4,1.5,3.0,3.0,831.0
1145881400117555138,Recreio dos Bandeirantes,Entire home/apt,5,2.0,2.0,1.0,594.0
1145885873343439526,Ipanema,Private room,3,1.0,1.0,0.0,1090.0
1145886092069109875,Copacabana,Entire home/apt,11,,4.0,,
1145888307825332411,Glória,Entire home/apt,3,,1.0,,
1147170379851752144,Santa Teresa,Private room,2,0.5,1.0,1.0,343.0
1147180931882787395,Portuguesa,Private room,2,1.0,1.0,2.0,364.0
1147183558705015754,Copacabana,Entire home/apt,4,1.0,1.0,2.0,900.0
1147207469680031171,Portuguesa,Private room,1,1.0,0.0,1.0,198.0
1147210161131361069,Copacabana,Entire home/apt,6,,1.0,,
1147217110878343094,Vidigal,Entire home/apt,3,1.0,1.0,0.0,650.0
1147222899074332353,Copacabana,Entire home/apt,4,3.0,2.0,3.0,2282.0
1147242397015497033,Camorim,Entire home/apt,3,1.0,1.0,2.0,503.0
1147257343097155463,Copacabana,Entire home/apt,3,1.0,1.0,2.0,709.0
1147258181818496637,Barra de Guaratiba,Private room,8,2.0,3.0,5.0,480.0
1147273432624433250,Copacabana,Entire home/apt,4,1.0,1.0,1.0,706.0
1145897862451316319,Barra da Tijuca,Entire home/apt,2,1.0,1.0,1.0,144.0
1145951443435676441,Copacabana,Entire home/apt,4,1.0,1.0,1.0,440.0
1145955303374926721,Taquara,Private room,2,1.0,1.0,1.0,280.0
1145961056297239466,Taquara,Private room,2,1.0,1.0,1.0,233.0
1145966861577430777,Leme,Entire home/apt,4,0.0,1.0,1.0,1100.0
1146008931115446129,Copacabana,Entire home/apt,4,1.0,1.0,0.0,271.0
1146086513506367300,Copacabana,Private room,1,,,,
1146126228110324399,Copacabana,Entire home/apt,2,1.0,1.0,1.0,1113.0
1146187740082068651,Laranjeiras,Private room,4,1.0,1.0,0.0,1500.0
1146203968120543671,Flamengo,Entire home/apt,4,1.0,1.0,1.0,936.0
1147305617313214350,Copacabana,Entire home/apt,4,1.0,1.0,2.0,457.0
1147312457662880086,Laranjeiras,Entire home/apt,5,2.0,3.0,3.0,699.0
1147318308212738151,Copacabana,Entire home/apt,12,,6.0,,
1147333363755489109,Centro,Entire home/apt,3,1.0,1.0,2.0,336.0
1147336560551182031,Camorim,Private room,2,1.0,1.0,2.0,350.0
1147354399620040614,Copacabana,Private room,2,1.0,1.0,1.0,1500.0
1147376370244125978,Copacabana,Entire home/apt,4,1.0,1.0,1.0,229.0
1147390965583502697,Copacabana,Private room,1,,1.0,,
1147416468678722835,Copacabana,Entire home/apt,4,1.0,1.0,2.0,1636.0
1147422453472293402,Portuguesa,Private room,2,1.0,1.0,1.0,247.0
1147427729739875619,Santa Teresa,Private room,2,3.0,1.0,1.0,264.0
1146219797552779025,Recreio dos Bandeirantes,Entire home/apt,2,1.0,1.0,1.0,221.0
1146237646031122942,Copacabana,Entire home/apt,6,2.0,2.0,4.0,800.0
1146251833613344277,Leme,Entire home/apt,6,,2.0,,
1146256166444572728,Copacabana,Entire home/apt,4,1.0,1.0,1.0,821.0
1147621944907695627,Camorim,Entire home/apt,3,1.0,1.0,1.0,374.0
1147663821780039530,Copacabana,Entire home/apt,4,1.0,1.0,2.0,980.0
1147670437774511061,Leblon,Private room,2,1.0,1.0,1.0,429.0
1147687807943656749,Botafogo,Entire home/apt,5,1.0,1.0,2.0,943.0
1147691786231094349,Vasco da Gama,Entire home/apt,4,1.0,1.0,1.0,200.0
1147714266781723330,Glória,Private room,2,1.0,1.0,1.0,147.0
1147721456392624534,Portuguesa,Private room,3,1.0,1.0,3.0,228.0
1147727088543968456,Copacabana,Entire home/apt,4,1.0,1.0,0.0,610.0
1147747996885247411,Copacabana,Entire home/apt,4,1.0,2.0,2.0,852.0
1146276308127699245,Santa Teresa,Private room,2,,1.0,,
1146289561168567766,Copacabana,Entire home/apt,7,2.0,2.0,5.0,862.0
1146292767886399950,Copacabana,Entire home/apt,3,1.0,1.0,2.0,450.0
1146304674167954627,Centro,Entire home/apt,2,1.0,1.0,1.0,379.0
1146310029283108633,Santa Teresa,Entire home/apt,2,2.0,1.0,1.0,928.0
1146314491801839256,Copacabana,Entire home/apt,2,1.0,1.0,1.0,1600.0
1146321754837427998,Barra da Tijuca,Entire home/apt,4,1.0,1.0,2.0,635.0
1147787644770686107,Copacabana,Entire home/apt,4,1.0,1.0,2.0,1100.0
1147813302571374273,Santa Teresa,Entire home/apt,4,1.0,1.0,2.0,500.0
1147822071174110510,Copacabana,Entire home/apt,4,,2.0,,
1147830420518085959,Barra da Tijuca,Entire home/apt,3,1.0,1.0,2.0,458.0
1147832352687924504,Ipanema,Entire home/apt,4,2.0,2.0,3.0,280.0
1147847984977746131,Jacarepaguá,Entire home/apt,5,1.5,2.0,3.0,750.0
1147848108801227192,Jacarepaguá,Entire home/apt,5,2.0,2.0,5.0,1200.0
1147853564973788759,Copacabana,Entire home/apt,6,,2.0,,
1147858311554525272,Copacabana,Entire home/apt,4,1.0,1.0,3.0,949.0
1147864168712214670,Copacabana,Entire home/apt,4,2.0,2.0,2.0,3169.0
1146336049821203620,Copacabana,Entire home/apt,8,2.5,3.0,0.0,1500.0
1146346859203024951,Ipanema,Entire home/apt,2,1.0,1.0,1.0,767.0
1146350169512001073,Santa Teresa,Private room,2,,,,
1146377677426679199,Copacabana,Entire home/apt,4,2.0,2.0,2.0,850.0
1146379746388123790,Ipanema,Entire home/apt,6,2.0,3.0,5.0,1629.0
1146383351533033672,Copacabana,Private room,2,1.0,1.0,1.0,443.0
1146388429312813052,Botafogo,Private room,1,1.0,1.0,0.0,220.0
1146389618049783556,Ipanema,Entire home/apt,4,2.5,2.0,3.0,1800.0
1146391927749177886,Botafogo,Entire home/apt,4,1.0,2.0,2.0,993.0
1146393788537939677,Copacabana,Entire home/apt,4,3.0,1.0,0.0,776.0
1146403101525355560,Copacabana,Entire home/apt,3,1.0,1.0,1.0,920.0
1146413921616018117,Copacabana,Private room,2,,,,
1146421860728415600,Copacabana,Entire home/apt,4,,1.0,,
1146431585812582197,Copacabana,Entire home/apt,3,1.0,1.0,2.0,870.0
1147868201343000866,Barra da Tijuca,Entire home/apt,3,1.0,1.0,2.0,871.0
1147868242821662593,Copacabana,Entire home/apt,2,,1.0,,
1147868710417227649,Copacabana,Entire home/apt,2,1.0,1.0,2.0,1569.0
1147872828291991514,Leblon,Entire home/apt,6,2.0,3.0,3.0,2886.0
1147890558614385538,Jacarepaguá,Entire home/apt,3,1.0,1.0,1.0,438.0
1147909089186754268,Recreio dos Bandeirantes,Entire home/apt,8,,2.0,,
1147934463898076279,Copacabana,Private room,2,2.0,1.0,2.0,521.0
1147958261108804166,Copacabana,Entire home/apt,4,1.0,1.0,1.0,496.0
1147961988245829017,Barra da Tijuca,Entire home/apt,5,2.0,2.0,2.0,829.0
1147985258245035685,Copacabana,Entire home/apt,4,2.0,2.0,2.0,1774.0
1146432812368708099,Copacabana,Private room,3,1.0,1.0,1.0,450.0
1146441798696309449,Copacabana,Entire home/apt,4,1.0,1.0,1.0,1143.0
1146450950359302039,Ipanema,Entire home/apt,6,2.0,3.0,5.0,1400.0
1146465713108892814,São Conrado,Entire home/apt,3,1.0,1.0,2.0,415.0
1146475680086478620,Leme,Entire home/apt,4,1.0,1.0,0.0,1009.0
1146478004341226195,Leme,Entire home/apt,4,1.0,1.0,2.0,1700.0
1146481242437673652,Ipanema,Entire home/apt,3,1.0,1.0,2.0,1006.0
1146497436697236981,Centro,Entire home/apt,4,1.0,1.0,2.0,411.0
1146502217245201482,Copacabana,Private room,2,2.0,1.0,1.0,500.0
1146506040627017612,Paciência,Entire home/apt,4,1.0,1.0,0.0,68.0
1146506749059334688,Copacabana,Entire home/apt,5,1.0,1.0,2.0,655.0
1147992510703205598,Barra da Tijuca,Private room,2,1.0,2.0,3.0,481.0
1147996859319131266,Copacabana,Entire home/apt,5,2.0,3.0,3.0,1171.0
1147999547356236505,Copacabana,Entire home/apt,4,1.0,1.0,2.0,493.0
1148006951899900654,Copacabana,Entire home/apt,4,1.0,1.0,1.0,1183.0
1148047629683150580,Leme,Private room,2,,,,
1148061284503416684,Copacabana,Entire home/apt,4,1.0,1.0,2.0,714.0
1148065722660320725,Barra da Tijuca,Private room,2,1.0,1.0,1.0,150.0
1148065811814984738,Tijuca,Private room,1,1.0,1.0,1.0,72.0
1148066330512084656,Barra da Tijuca,Entire home/apt,3,1.0,0.0,2.0,500.0
1148105251744312899,Todos os Santos,Private room,5,2.0,2.0,2.0,1607.0
1148108313120925754,Méier,Private room,5,1.0,1.0,2.0,140.0
1148112975750611483,Cosme Velho,Entire home/apt,12,3.0,1.0,6.0,3900.0
1146513689727492983,Ipanema,Private room,3,1.0,1.0,0.0,500.0
1146516146048172609,Ipanema,Entire home/apt,6,2.5,3.0,3.0,2580.0
1146525259038783077,Copacabana,Private room,2,2.0,2.0,1.0,471.0
1146525787780469183,Botafogo,Entire home/apt,2,1.0,1.0,1.0,217.0
1146546147243128424,Botafogo,Private room,2,1.0,1.0,1.0,421.0
1146550531525124421,Copacabana,Entire home/apt,4,1.0,1.0,3.0,500.0
1146558168636157074,Copacabana,Entire home/apt,4,1.0,1.0,2.0,550.0
1146564055113540362,Gávea,Private room,3,,2.0,,
1148121322783092310,Copacabana,Entire home/apt,3,1.0,1.0,2.0,886.0
1148122279910189794,Jacarepaguá,Entire home/apt,5,1.0,2.0,0.0,653.0
1148154671424787138,Copacabana,Entire home/apt,4,1.0,1.0,2.0,734.0
1148174778821120395,Copacabana,Entire home/apt,4,1.0,1.0,1.0,493.0
1148334386487473935,Copacabana,Entire home/apt,10,1.0,2.0,4.0,2121.0
1148348724767813650,Recreio dos Bandeirantes,Private room,2,3.0,1.0,1.0,432.0
1148437325703830015,Leme,Private room,3,1.0,1.0,2.0,500.0
1148450949749632747,Copacabana,Private room,6,1.0,1.0,2.0,2143.0
