id,number_of_reviews,review_scores_rating
1158783968962534513,3,4.67
1158829608258659967,0,4.812309491059147
1158837577392508603,19,4.89
1158845384344198600,4,4.75
1158869652802013650,2,5.0
1158894787310132375,69,4.96
1158897611781628565,1,5.0
1158906925719457683,13,4.92
1156327829395955938,2,5.0
1156330894253020539,22,4.82
1156395380723992103,13,4.62
1156417496665774103,0,4.812309491059147
1156418365029303754,16,4.69
1156418559705340657,16,4.75
1156423014130318801,15,5.0
1156444363483731413,1,5.0
1159030317159369092,2,5.0
1159212607972879035,1,5.0
1159323223456180757,0,4.812309491059147
1159367168379033199,19,4.95
1159377890701298102,30,4.93
1159410198843725351,2,4.0
1159459296742665923,11,5.0
1159461041566145147,0,4.812309491059147
1159471006325074779,9,4.78
1159492642113458738,17,4.94
1156568574731940999,7,5.0
1156595872054628130,15,4.93
1156597805377828516,1,3.0
1156601057734677668,15,5.0
1156640907392345727,4,5.0
1156706353065804433,0,4.812309491059147
1156721593111614606,29,4.9
1156728765908988476,0,4.812309491059147
1159550629739881809,4,4.5
1159557053360693975,1,5.0
1159655327544871167,11,5.0
1159749928268762820,11,5.0
1160050846491600214,17,5.0
1160155522244782273,0,4.812309491059147
1160171354850944062,0,4.812309491059147
1160215197676851283,0,4.812309491059147
1160216539007075891,0,4.812309491059147
1156735148613215259,21,5.0
1156742668496838766,2,4.0
1156767470224599478,0,4.812309491059147
1156767855369723890,7,5.0
1156813352000883605,13,4.92
1156867748221043645,14,5.0
1160242081118046752,25,5.0
1160269724242709794,3,4.67
1160272559591186572,13,4.62
1160328215230813316,39,5.0
1160340897911500157,21,5.0
1160370032543425246,0,4.812309491059147
1160395292960205121,5,5.0
1157173225695721217,24,4.71
1157184535592734331,2,5.0
1157218548057459755,2,5.0
1160789561164430731,4,5.0
1160796197151850318,5,4.8
1160804626121586702,1,5.0
1160816194366068623,0,4.812309491059147
1160847206751086807,11,4.73
1160860318592403902,2,4.5
1157365273625542168,0,4.812309491059147
1157376081397169499,0,4.812309491059147
1157383568080984106,5,5.0
1157388652580676074,4,4.5
1157400932281640800,3,5.0
1157405489162936354,6,5.0
1157423336311390502,9,4.56
1157437096569299902,1,5.0
1160878636929722357,21,4.86
1160886034661570601,0,4.812309491059147
1160917834515795924,9,5.0
1160937410659953306,0,4.812309491059147
1160942291919962555,1,5.0
1160947980374014435,14,4.79
1160961607520174441,0,4.812309491059147
1160979938244626279,1,5.0
1160980599610836491,10,4.8
1161056001044964037,0,4.812309491059147
1161092877919422472,6,4.83
1157440066933805401,17,4.65
1157476977644182768,16,5.0
1157486857744260493,0,4.812309491059147
1157494919622980163,0,4.812309491059147
1157516865971621765,4,5.0
1157524714709672464,14,4.86
1157570595418069088,12,4.92
1157739026908893736,8,4.88
1157841112787396139,0,4.812309491059147
1157849275174939463,0,4.812309491059147
1157850019487169947,0,4.812309491059147
1161147330899553945,33,4.85
1161438260497321752,17,4.82
1161475289312251314,21,5.0
1161488666982220310,0,4.812309491059147
1161488967577028378,1,5.0
1161504207672096160,4,5.0
1161516665952094541,26,4.96
1157875245389494851,0,4.812309491059147
1157910553086413501,8,4.88
1157933914721537589,9,4.78
1157938595825155372,0,4.812309491059147
1157955852972624642,0,4.812309491059147
1161526924409192223,10,4.8
1161530564256803933,5,4.4
1161550180079168498,12,5.0
1161562262660495735,7,4.57
1161564753719292404,9,4.78
1161571804016360206,1,5.0
1161593346204973842,0,4.812309491059147
1161614679952401334,3,5.0
1161635998618937254,0,4.812309491059147
1157985155200604398,2,4.5
1158012130556140207,1,4.0
1158123798161180950,7,4.86
1158131612185593649,9,5.0
1158155628654047911,4,5.0
1158172654826974527,8,5.0
1158189252492746391,3,5.0
1158251063626746423,25,4.96
1161640297945535367,3,5.0
1161642069351157093,1,5.0
1161645033881726578,2,5.0
1161678660857267149,27,5.0
1161713955668242195,0,4.812309491059147
1161732551385208037,17,5.0
1161795190255463902,3,5.0
1158271086161153736,12,4.92
1158301943249916645,3,5.0
1158323581729883402,0,4.812309491059147
1158453524867192760,0,4.812309491059147
1158493112239033872,10,4.6
1158530835912786999,2,5.0
1158574532782800073,0,4.812309491059147
1158612933776587769,30,4.9
1161833502373538588,0,4.812309491059147
1161950357387974824,16,4.88
1162206359705300495,4,5.0
1162223292147083223,3,5.0
1162258721757641987,4,5.0
1162259053287814952,21,5.0
1162263052423459991,9,4.89
1162270210905450551,9,5.0
1158646037244824374,16,4.63
1166051125029121863,0,4.812309491059147
1166075149884817278,16,4.44
1166076999342953582,2,5.0
1166079535442148322,7,5.0
1166086399134280590,11,4.91
1162360514470248344,17,4.88
1162371483931114577,17,5.0
1162375780481877339,1,3.0
1162378565905922343,1,5.0
1162379211934914921,13,5.0
1162390681558719777,17,5.0
1162396087132767455,1,5.0
1162447402798929840,5,5.0
1162458353330457382,7,4.71
1166119943383052816,18,5.0
1166124029795620182,0,4.812309491059147
1166125661263273849,17,5.0
1166128856233407033,16,4.88
1166164245895040200,22,4.73
1166167102356662567,12,4.92
1166169646460360883,22,4.95
1162480531730119218,42,5.0
1162513371583796596,18,4.94
1162515772523048437,0,4.812309491059147
1162517500479206197,0,4.812309491059147
1162573359523215720,3,5.0
1162591275039138837,13,5.0
1162630726175337006,3,5.0
1162632127795605756,18,4.5
1166185311687585673,0,4.812309491059147
1166201377279272408,0,4.812309491059147
1166205963321108217,0,4.812309491059147
1166207709854870363,13,5.0
1166232192883182559,7,5.0
1166234191100934374,1,5.0
1166238326362534408,14,4.86
1166243509953515786,21,5.0
1166254913312099788,11,4.73
1166348065781013165,3,3.67
1163034016254493465,0,4.812309491059147
1163046955861563684,0,4.812309491059147
1163055883917742907,0,4.812309491059147
1163064451130378184,5,5.0
1163109585346824393,1,5.0
1163186846065813336,11,5.0
1163221686784676338,20,4.85
1163260705144944449,9,5.0
1166354089038578960,15,4.93
1166355277007983913,0,4.812309491059147
1166561553120884933,2,5.0
1166565961194837295,1,5.0
1166596701196342337,43,4.77
1166605132571645242,28,5.0
1163418386257031658,0,4.812309491059147
1163680074776353140,6,4.5
1163709291953103176,9,4.78
1163758516792069455,2,5.0
1163760998876772175,0,4.812309491059147
1163791139727658070,16,4.75
1166611144910691835,46,4.65
1166624364685539976,1,5.0
1166631233479643028,6,4.67
1166652727789739106,4,4.75
1166653377792274681,64,4.89
1166672416974988190,20,4.9
1166676867096817742,44,4.68
1166686891613805557,3,5.0
1166709426317430201,11,4.64
1163795262571580533,0,4.812309491059147
1163815383526218210,1,5.0
1163832427851830727,0,4.812309491059147
1163849139137516664,0,4.812309491059147
1163867100700267356,5,4.8
1163886247702040347,3,5.0
1163969466577763176,0,4.812309491059147
1166730426796613249,38,4.89
1166758760011934168,36,4.94
1166809994274296741,20,4.9
1166839634271367023,0,4.812309491059147
1166858910427873228,0,4.812309491059147
1166863995498659036,0,4.812309491059147
1166872746119111894,5,4.8
1166900344766371196,15,4.73
1166901479890866389,7,5.0
1166923080200509475,7,5.0
1163988560295474097,16,4.56
1164027957903445780,2,5.0
1164073641824210439,1,5.0
1164391512560078509,0,4.812309491059147
1164403165852828733,10,5.0
1164405125732851073,1,5.0
1164420549519391636,0,4.812309491059147
1164455944325984370,1,5.0
1164471551378315292,6,4.67
1166990269680030826,2,5.0
1167275193491740066,2,5.0
1167302255779998004,13,5.0
1167325843143611480,11,4.82
1164478223013590744,8,4.88
1164490202913689433,17,4.94
1164497813530892668,12,4.75
1164499103723699169,13,4.85
1164572798549548303,1,5.0
1164593441956648301,6,4.5
1164609391824403971,0,4.812309491059147
1164620242186785706,2,5.0
1164623344110634232,1,5.0
1164650789654761885,0,4.812309491059147
1167364236562678803,4,5.0
1167382146896364045,1,5.0
1167395706287225015,0,4.812309491059147
1167417729447422942,9,5.0
1167441215666616470,1,5.0
1167447247741822748,9,4.89
1167466890696052873,13,4.85
1167474190974564594,0,4.812309491059147
1167498627554173557,1,5.0
1167528215932312998,10,4.7
1167538545495232257,4,4.25
1167550093116302430,9,4.89
1164657283806960799,0,4.812309491059147
1164806644845153473,20,5.0
1165154045713703224,2,5.0
1165159104536711732,2,5.0
1165168508374967738,17,4.59
1165204001391097323,2,5.0
1165209285556679238,1,5.0
1165256517183414231,13,4.85
1167617842519439677,20,4.4
1167660656581120384,0,4.812309491059147
1167777209833599598,0,4.812309491059147
1165299786462851464,7,4.86
1165331516050953377,1,5.0
1165336074434087482,8,5.0
1165345724865947223,5,5.0
1165376135485227777,15,4.53
1165376669755652510,11,4.91
1165383387362517186,26,4.65
1165392793451688768,17,4.82
1165418437151874406,0,4.812309491059147
1165431306911913310,3,4.33
1168005198248814730,9,4.89
1168020100306316134,8,4.5
1168073418273282133,3,4.67
1168094080718843045,0,4.812309491059147
1168107406502087932,9,5.0
1168111148103906615,0,4.812309491059147
1165444232919712148,0,4.812309491059147
1165460674085499387,10,4.8
1165731196365743002,0,4.812309491059147
1165837666240918080,6,5.0
1165873065723636706,12,5.0
1165891706130074421,4,4.5
1165915406655967444,2,5.0
1168118997444633571,0,4.812309491059147
1168145324989359733,31,4.61
1168155143978575778,3,5.0
1168197346156202895,10,5.0
1168198860094587129,1,5.0
1165929076002866663,0,4.812309491059147
1165939984053728934,47,4.91
1165945624028534761,0,4.812309491059147
1165961267218554770,0,4.812309491059147
1166023243539914762,19,5.0
1166028146125792323,7,5.0
1166034782635436230,19,4.89
1168961306077225652,1,4.0
1168201532406915840,5,4.8
1168246183951392436,2,5.0
1168331982218883708,7,5.0
1168362140938626440,1,5.0
1168388494959729358,7,5.0
1168426648330422005,4,4.75
1168483064838781185,1,5.0
1169017512149721175,19,4.26
1169114687318360806,0,4.812309491059147
1169166558748202465,0,4.812309491059147
1169174521764171302,0,4.812309491059147
1169213752475085801,0,4.812309491059147
1169227664287880879,0,4.812309491059147
1169312394298447306,1,5.0
1169388243151681438,5,5.0
1169430440292861890,1,5.0
1169439022829340091,3,5.0
1169458475655014727,9,4.56
1168657036552286258,0,4.812309491059147
1168754830985426837,2,4.5
1168802341959512304,13,5.0
1168826762661797050,1,5.0
1168827998766771585,10,4.9
1168830227192036224,1,5.0
1168898626514542941,0,4.812309491059147
1169499185184970014,27,5.0
1169505244384744701,3,5.0
1169515630878043164,1,3.0
1169541307615950580,2,5.0
1169556114256364351,3,5.0
1169668754016752638,12,4.83
1169703148142924340,1,5.0
1169704627665517628,0,4.812309491059147
1169705366390668370,6,4.17
1168931320883980860,16,5.0
1168952420605481207,0,4.812309491059147
1171831242177563975,17,5.0
1171853942001157214,8,4.75
1171858649973048948,5,5.0
1171864274021099986,1,2.0
1171876887969671096,11,5.0
1171904577528955965,7,4.71
1171909181713106296,5,3.6
1171929405016134564,17,4.82
1171942163171969149,1,1.0
1169716289846337759,19,4.79
1169730076048700436,29,4.9
1169750309441849338,0,4.812309491059147
1169897425492287318,0,4.812309491059147
1170091690722449433,1,5.0
1170154546614483973,3,4.0
1170229161727460018,1,3.0
1170230217134237529,0,4.812309491059147
1170290805598691435,30,4.93
1171953674039152968,4,4.75
1171964193928558054,20,4.85
1171986780601762420,3,5.0
1172072035758545072,3,5.0
1172321245974545328,0,4.812309491059147
1172389062139246321,0,4.812309491059147
1170299194818715703,4,5.0
1170314570470383840,0,4.812309491059147
1170320072495291121,0,4.812309491059147
1170387542420393379,19,4.74
1170418504322845833,2,5.0
1170454250805006103,11,4.64
1170466584262258476,23,4.96
1170473347967055590,3,4.67
1170489235832636983,3,5.0
1172398219014045561,0,4.812309491059147
1172437146928020140,9,5.0
1172458807159394276,1,5.0
1172483812452994574,8,4.0
1172514537318238912,8,4.75
1172532846705116135,1,5.0
1172556819827859317,0,4.812309491059147
1172558922906491530,0,4.812309491059147
1172559632708439892,8,4.75
1172577176669417781,17,5.0
1172591061515794069,20,4.9
1172592711573546805,5,4.6
1170506886775799175,29,5.0
1170590486790147872,5,5.0
1170611914869324258,4,4.75
1170660284877177885,0,4.812309491059147
1170739475845927082,1,5.0
1170754421561395547,17,5.0
1170854416991204021,26,4.96
1170875888967196035,6,5.0
1172614372212222041,0,4.812309491059147
1172634021683927822,9,4.0
1172689221227188435,1,5.0
1172708832341301724,0,4.812309491059147
1172721335251935157,0,4.812309491059147
1172731385370196746,4,5.0
1172998136079463138,4,4.75
1172999437529666199,1,5.0
1173013976211252616,47,4.91
1173019475991565012,19,5.0
1170958127182287551,14,4.93
1170978878476084507,4,5.0
1170999514045569901,10,4.9
1171016481727694551,0,4.812309491059147
1171024943719132139,2,5.0
1171037687530001470,3,5.0
1171044707273760804,22,4.95
1171055264679633452,4,5.0
1173024060408602727,7,5.0
1173066580585419020,4,5.0
1173076225802228597,5,5.0
1173079476775505919,7,5.0
1173114978453539171,32,4.66
1173134586554773968,1,5.0
1173148920738864022,2,5.0
1171072272515423084,2,4.5
1171088727590636945,1,5.0
1171092085714122527,12,5.0
1171109987538948989,7,5.0
1171127051044965496,3,4.67
1171127286806308247,18,4.94
1171141924171543374,27,5.0
1171144232296699311,0,4.812309491059147
1171150054153018169,2,4.5
1171167776702920499,1,5.0
1173149610420517096,2,5.0
1173199494999984168,34,4.97
1173242252421504125,60,4.98
1171178814411417210,17,4.82
1171204345917801520,3,5.0
1171205024040785548,4,5.0
1171208378781722832,4,5.0
1171252009682624686,0,4.812309491059147
1171253187220525307,0,4.812309491059147
1171306595144741556,0,4.812309491059147
1171390224001994177,22,4.95
1171496528418536453,7,4.57
1173249744331989996,0,4.812309491059147
1173277503054391916,7,4.43
1173311149012331073,0,4.812309491059147
1173312875362937651,0,4.812309491059147
1173358891159727636,10,4.8
1173383154452579402,2,2.5
1173383342322557157,2,4.0
1173399747917373165,0,4.812309491059147
1173427257261054969,15,5.0
1171545513572692088,0,4.812309491059147
1171568319317669329,28,5.0
1171617981036184049,41,4.83
1171640286656363267,0,4.812309491059147
1171687825685247085,13,5.0
1171713386782211667,9,5.0
1171747578526784798,3,5.0
1171750032510403818,1,5.0
1171781330862888454,1,5.0
1173523085233117670,0,4.812309491059147
1173551085271627592,1,4.0
1173564310912500040,1,5.0
1173761063049453600,14,4.21
1173763984149524984,0,4.812309491059147
1173842108095807472,20,4.8
1173851392125561404,0,4.812309491059147
1173892821908470221,0,4.812309491059147
1173924035083186774,2,5.0
1171784975791563891,4,4.75
1171813001049386125,0,4.812309491059147
1171830977993741194,0,4.812309491059147
1174802879094971800,6,5.0
1175148359447837473,18,5.0
1175197712073386374,0,4.812309491059147
1175242793557945730,6,5.0
1175267618042863699,0,4.812309491059147
1175309777085741473,1,5.0
1175326528795729296,6,5.0
1173951175259247241,10,4.7
1173959422606076214,10,4.2
1173966135524550888,5,4.4
1173988168003821447,4,5.0
1174004504464883834,5,5.0
1174011753677184279,0,4.812309491059147
1174019332332650198,20,4.5
1174020814055150758,10,4.9
1174024616065653135,11,4.91
1174056074169969656,0,4.812309491059147
1174056126024832901,3,3.67
1174086871916767254,0,4.812309491059147
1174124115396567790,15,4.93
1175377502605303107,8,5.0
1175395853578241332,0,4.812309491059147
1175431845557533136,1,5.0
1175489962464192316,1,5.0
1175500226462327368,0,4.812309491059147
1175511529749800200,0,4.812309491059147
1175531548447916379,10,4.8
1174131450629319600,4,4.75
1174161096736006027,4,4.75
1174193233131490633,0,4.812309491059147
1174349156110631839,0,4.812309491059147
1174450955354845802,16,4.81
1174482345318810252,4,5.0
1174629761012952873,22,4.82
1175917606321192343,0,4.812309491059147
1176023527073625971,2,4.5
1176042574134165919,0,4.812309491059147
1176045662519773532,14,4.5
1176048512630526082,2,3.5
1176050916710396675,0,4.812309491059147
1176056178159328431,0,4.812309491059147
1176071758982288726,1,1.0
1176099343175736771,0,4.812309491059147
1176110600926228476,2,5.0
1174673762341535264,3,5.0
1178343883062938860,1,5.0
1178405589987613450,4,4.5
1176117888577125637,1,5.0
1176124990274629631,7,5.0
1176137403442455412,13,5.0
1176184598886471799,4,4.0
1176186620028365634,0,4.812309491059147
1176194677838670862,2,5.0
1176194822434460901,3,5.0
1176232887372031993,4,5.0
1176233561264062822,0,4.812309491059147
1176252427650641806,17,5.0
1178409082947687713,5,4.2
1178449559087666188,1,5.0
1178451437896985858,7,4.57
1178455360808342542,0,4.812309491059147
1178457062996788972,12,5.0
1178479838817455393,10,5.0
1178503775518717108,29,4.86
1178511342099629571,10,4.2
1178517590076990252,10,4.7
1178708374253828632,6,4.83
1176256492194268581,7,5.0
1176257383242034846,3,4.67
1176270696023752030,25,4.44
1176271164089653438,1,5.0
1176314626823961136,36,4.81
1176340183343577944,9,5.0
1176395216560078170,17,5.0
1176507914365281005,8,5.0
1176702712699999633,3,5.0
1178794066480065230,0,4.812309491059147
1178878114725871062,6,4.83
1178884083199749697,1,5.0
1178919685121083478,0,4.812309491059147
1178923018031699800,0,4.812309491059147
1178944889106810701,11,5.0
1178959696932571506,2,5.0
1178995625185891229,24,4.79
1179012537477562281,4,5.0
1179017643814730438,17,5.0
1179031745524393040,1,5.0
1176728163806019472,1,5.0
1176770055861438122,14,4.71
1176816023829002947,0,4.812309491059147
1176816475197995704,0,4.812309491059147
1176821919267416212,18,4.94
1176876669303542832,0,4.812309491059147
1176882385571658109,10,3.8
1176888044750392220,0,4.812309491059147
1176909592769365279,0,4.812309491059147
1176913966681668465,0,4.812309491059147
1176940267865227558,17,4.94
1179097625102704082,6,4.5
1179149130669581781,3,5.0
1179190942337620288,4,4.5
1179195216868838337,22,4.59
1177002095576188579,15,4.8
1177024532194778403,25,4.76
1177065050658891988,0,4.812309491059147
1177134429311078729,0,4.812309491059147
1177200167621086801,16,5.0
1177242391767837812,5,5.0
1177397041743976910,0,4.812309491059147
1177403899519590977,0,4.812309491059147
1177409857059338911,0,4.812309491059147
1179285725584088872,0,4.812309491059147
1179327515568959072,25,4.92
1179571961778653565,0,4.812309491059147
1179578607893274460,4,3.5
1177414704481659422,0,4.812309491059147
1177418461717832608,0,4.812309491059147
1177450865343391959,31,4.87
1177473462598257359,0,4.812309491059147
1177484424032545328,3,4.67
1177512216624018082,0,4.812309491059147
1177514740492013722,17,4.82
1177516072533263228,0,4.812309491059147
1179624110796094035,10,5.0
1179650719731083020,18,4.94
1179692888202969921,4,5.0
1179726951497746936,1,5.0
1179760416185722317,0,4.812309491059147
1179771915932040559,7,5.0
1179791373048173756,14,5.0
1179796420484531866,10,4.1
1179832913764582577,7,5.0
1179853554951668704,0,4.812309491059147
1177531028585124621,8,4.63
1177573809405479535,0,4.812309491059147
1177591088076109100,4,5.0
1177630479081527164,11,4.36
1177639527623615324,12,4.33
1177664941689441902,0,4.812309491059147
1177714689284510145,0,4.812309491059147
1177718057486130942,1,5.0
1179892011993789354,11,4.91
1179967107618572626,2,5.0
1179995127719964896,17,4.88
1180327012831140077,0,4.812309491059147
1180399581981053246,2,5.0
1180402784025733136,0,4.812309491059147
1177733858248593853,0,4.812309491059147
1177746175808145342,4,5.0
1177759197740692396,0,4.812309491059147
1177784761690218762,0,4.812309491059147
1178111046964088094,20,4.85
1178180381253918676,1,5.0
1178186346898554636,1,5.0
1178218568448196159,21,4.95
1178294548829263725,8,4.88
1178301874360679928,4,5.0
1178318228907532472,0,4.812309491059147
1180478985867755489,0,4.812309491059147
1180483591711490494,1,5.0
1180488678356872989,5,4.8
1180498186123870234,13,5.0
1180517345912153760,1,5.0
1180523029075458606,2,3.0
1180555761106442934,6,5.0
1181896553088261975,3,3.67
1181950625816786524,33,4.97
1181952440318294491,0,4.812309491059147
1181964035724088105,1,5.0
1181984072378404272,14,4.79
1181984536966697134,1,5.0
1181985008971549802,0,4.812309491059147
1182011122107506368,1,5.0
1180590646534084449,10,4.8
1180620432666048727,4,5.0
1180645300758987855,7,4.29
1180681183493915687,3,4.67
1180715304158812446,28,4.93
1180724330672149884,34,4.82
1180773634582052996,9,4.67
1181112538559951245,0,4.812309491059147
1181143352862453431,0,4.812309491059147
1182031495296966398,8,4.63
1182064929059761264,13,5.0
1182069751947309888,0,4.812309491059147
1182073470995355461,0,4.812309491059147
1182075943460161228,0,4.812309491059147
1182082808346258379,2,5.0
1182169726790089883,18,4.67
1182172310623623753,4,5.0
1181172584476668339,0,4.812309491059147
1181176720189779814,3,5.0
1181191140733565190,6,5.0
1181192398860344214,3,5.0
1181205691354306943,4,4.75
1181228468303536288,10,4.8
1181249189782084791,1,5.0
1182222559992376737,30,4.8
1182404811102465529,1,5.0
1182502102388486352,0,4.812309491059147
1182526085963721642,7,4.86
1182528264066517764,10,4.8
1182546711705400565,5,5.0
1182547364280298832,16,4.94
1182564683200794344,0,4.812309491059147
1181285455482657006,15,5.0
1181308627355330851,0,4.812309491059147
1181325242123311889,36,5.0
1181391707130533325,40,4.83
1181407737538164233,9,4.56
1181431572150137339,0,4.812309491059147
1181441244963081445,0,4.812309491059147
1182570488714625575,0,4.812309491059147
1182601591137350562,9,5.0
1182618986809533270,0,4.812309491059147
1182663238036875526,8,5.0
1182674203083152013,23,4.78
1182690068983252409,12,4.67
1181449772597190900,0,4.812309491059147
1181499121888103887,0,4.812309491059147
1181713224120882740,37,4.95
1182700420068430211,7,5.0
1182709934571307508,0,4.812309491059147
1182714336585538223,3,4.0
1182719720135553706,24,4.46
1182722431821329759,0,4.812309491059147
1182724928549947050,11,4.64
1182767397515210852,14,4.93
1182784334675509751,18,4.39
1181756317131584440,6,4.83
1181768049469861443,0,4.812309491059147
1181830815723157432,4,4.5
1181858745667231344,16,4.38
1181859712741006950,0,4.812309491059147
1184337154221692513,0,4.812309491059147
1182791574427182235,2,5.0
1182849531383392731,2,5.0
1182938854082182923,4,4.0
1183209811404868451,12,5.0
1183252555531624760,0,4.812309491059147
1183257716297674921,2,5.0
1183261440149615321,2,5.0
1183265955963846142,10,5.0
1183293756222628041,20,4.85
1183304715988423258,2,4.5
1184413555590776776,5,5.0
1184700608791969952,1,5.0
1184704312651915385,12,4.58
1184738495332163055,2,5.0
1184754713858104293,15,4.8
1183331586278925024,3,5.0
1183351021722539336,0,4.812309491059147
1183354736873549361,3,5.0
1183359813078323161,45,4.93
1183362933574755680,2,5.0
1183370224263164948,9,4.67
1183376110112521720,15,4.93
1183388116950297323,2,5.0
1183397241262478740,0,4.812309491059147
1184818035513976907,11,4.36
1184844634544738969,14,5.0
1184921606211350381,0,4.812309491059147
1184924397802323173,5,4.8
1184926932143770821,10,4.5
1185046088968913296,0,4.812309491059147
1185145624194501058,0,4.812309491059147
1183415851746901504,0,4.812309491059147
1183464390174510095,0,4.812309491059147
1183484341504966297,4,5.0
1183492243099385889,1,1.0
1183497291059101358,13,4.92
1183827204858877591,0,4.812309491059147
1183940430963020241,12,4.83
1183950213819211156,8,4.88
1185486958086851111,0,4.812309491059147
1185493699647965082,5,5.0
1185571519517844533,4,5.0
1183990289526388267,4,5.0
1184020132399444696,18,5.0
1184030551470172381,0,4.812309491059147
1184070357815662521,1,5.0
1184086697464477345,15,4.87
1184128095752177087,28,4.96
1184141539300955895,0,4.812309491059147
1185618650054465875,0,4.812309491059147
1185737562914259551,1,5.0
1185776390224910136,0,4.812309491059147
1185787618266775939,5,5.0
1185910723639033236,12,4.83
1184147174661555510,15,4.8
1184165356278393355,7,4.43
1184182422894607353,15,4.67
1184184560168526121,1,5.0
1184189000897860865,36,4.92
1184191908570071724,1,5.0
1184218053204493528,9,4.89
1186085105619062491,4,5.0
1186132205176094924,0,4.812309491059147
1186140385458112144,4,4.75
1186164697711930548,0,4.812309491059147
1186216937536062541,13,4.85
1186224535092877565,0,4.812309491059147
1186250038691887689,0,4.812309491059147
1186254534471812181,0,4.812309491059147
1186255251355164633,0,4.812309491059147
1186271664909588669,18,4.94
1184225441056844718,0,4.812309491059147
1184228548015600441,0,4.812309491059147
1184248716060990319,3,5.0
1184249902255979559,3,5.0
1184263688152779746,6,4.5
1188371709430647030,11,4.91
1188376730588240764,5,5.0
1188438032209768226,0,4.812309491059147
1188515707000265931,34,4.88
1186296854921216793,0,4.812309491059147
1186298450755342561,6,5.0
1186299707339970229,0,4.812309491059147
1186313681834844598,3,4.33
1186345493386106457,0,4.812309491059147
1186379822099628605,24,5.0
1188533615016417691,26,4.92
1188534449618903877,29,5.0
1188570586810569517,11,4.91
1188595442316185655,9,5.0
1188618254344559636,22,4.91
1188618475163941211,19,5.0
1188676008622848764,3,5.0
1188683885292195199,5,5.0
1186462266021667396,11,5.0
1186467712224490059,2,5.0
1186751634593207148,0,4.812309491059147
1186777695389716116,14,4.79
1189002985076994705,18,4.89
1189010948586247220,0,4.812309491059147
1189020605197651977,21,5.0
1189046918178309899,0,4.812309491059147
1189129942848914906,2,5.0
1189175445757924212,2,5.0
1189194945166725793,23,5.0
1186807741658448427,1,5.0
1186828034002291733,12,4.83
1186845135211921432,2,5.0
1186868157541923095,8,4.88
1186893367730034746,21,4.86
1186919028205454541,24,4.83
1186919632514852225,0,4.812309491059147
1189200236545215518,0,4.812309491059147
1189214557761299572,24,5.0
1189235017953886730,0,4.812309491059147
1189280252433762244,5,5.0
1189303702475105408,8,4.88
1186957087554977531,5,4.8
1186976434984510016,2,5.0
1186981895718380563,3,4.67
1186985354760491286,1,5.0
1187007075250346085,2,5.0
1187007118972512879,0,4.812309491059147
1189320953588309844,0,4.812309491059147
1189357166980549461,8,5.0
1189380574801420886,24,5.0
1189382753290737659,1,5.0
1189422266747446515,2,5.0
1189423135982022374,1,1.0
1189436834013790425,10,4.7
1189463655284008237,13,5.0
1189505360829724372,0,4.812309491059147
1187074021696504592,6,4.5
1187078788620039832,32,4.72
1187112134049103500,30,5.0
1187137801637155798,10,4.7
1187154042607981344,2,5.0
1187178286136826446,11,5.0
1187195682483579137,7,5.0
1187200539028666081,1,5.0
1187203711192922358,7,4.86
1187208562438757497,5,5.0
1187576428133877325,5,3.4
1189508085397837330,6,5.0
1189724276128286918,0,4.812309491059147
1189795562276477273,0,4.812309491059147
1189889947810629575,10,5.0
1189893891660203181,13,4.62
1189895331169912213,0,4.812309491059147
1189978805821790600,0,4.812309491059147
1187617314551127509,10,5.0
1187629836861608532,0,4.812309491059147
1187715780315272052,41,4.9
1187717434155302066,38,4.87
1187719003337678323,1,4.0
1187724881913872848,33,4.88
1187728569420416643,5,5.0
1190053225430053789,3,5.0
1190082681253029360,2,5.0
1190213596459888166,0,4.812309491059147
1190568333254068575,4,4.75
1190614856981567743,44,4.7
1190620390804629640,13,5.0
1190631681239601899,21,4.95
1190701172542000100,29,4.97
1190702020335458795,8,4.88
1187761788619977366,0,4.812309491059147
1190738342265416051,20,4.85
1190751103638465057,4,5.0
1190755421168621512,18,5.0
1190759232241479550,13,4.92
1190770067334989325,24,4.96
1190779133442288164,12,4.92
1190851109218277613,2,5.0
1190977980281782002,7,5.0
1191193698791148130,10,4.5
1187771550854718159,1,5.0
1187776703960995053,0,4.812309491059147
1187783557155817706,3,4.33
1187837357884883801,9,5.0
1187897137127754441,3,5.0
1187924149628194828,10,4.9
1187934237713745402,0,4.812309491059147
1187943554654359719,4,5.0
1187946261717825385,10,5.0
1191217542381146535,8,5.0
1191218388291584451,17,4.94
1191228671653859240,9,4.78
1191246782113048155,2,5.0
1191277712125483667,27,4.96
1191291509800347153,40,5.0
1191334127034794796,5,5.0
1191349687749708749,6,5.0
1191403705519469853,5,5.0
1187966616125951404,34,4.35
1187984161619225477,0,4.812309491059147
1188265080604073765,4,5.0
1188280405583932895,1,5.0
1191411361192295515,13,5.0
1191424315221675864,10,4.9
1191436619582150903,6,5.0
1191476271424993092,3,5.0
1191507781335667772,18,4.83
1191529398259718270,8,5.0
1191537366840169352,7,5.0
1191552644870871172,8,5.0
1191588351096705938,11,4.82
1188319382617151528,26,4.96
1188320828325097824,10,4.6
1188323273552744407,0,4.812309491059147
1188355773737303828,5,4.6
1188367091879075467,3,5.0
1192074174968187436,14,4.93
1191599352099000223,18,5.0
1191917584162210703,2,5.0
1191918627901452203,0,4.812309491059147
